vendor;nomor_kontainer;size;tanggal_awal;tanggal_akhir;tarif;adjustment;group;status
ZONA;MSCU9903797;40;2025-05-24;2025-06-23;1261261;0;Z47;ongoing
ZONA;GESU5508370;40;2025-06-24;2025-07-23;1261261;0;Z47;ongoing
ZONA;MSCU9903797;40;2025-06-24;2025-07-01;1261261;0;Z47;ongoing
ZONA;GESU5508370;40;2025-07-24;2025-08-23;1261261;0;Z47;ongoing
ZONA;GESU5508370;40;2025-08-24;2025-09-23;1261261;0;Z47;ongoing
ZONA;GESU5508370;40;2025-09-24;2025-09-24;1261261;0;Z47;ongoing
ZONA;INKU6744298;40;2025-05-25;2025-06-23;1261261;0;Z48;ongoing
ZONA;CAXU9096769;40;2025-03-10;2025-04-09;1261261;-294294;Z50;ongoing
ZONA;CAXU9096769;40;2025-04-10;2025-05-09;1261261;0;Z50;ongoing
ZONA;CAXU9096769;40;2025-05-10;2025-06-09;1261261;0;Z50;ongoing
ZONA;CAXU9096769;40;2025-06-10;2025-06-25;1261261;0;Z50;ongoing
ZONA;FORU8416289;20;2025-03-11;2025-04-10;675676;-157658;Z30;ongoing
ZONA;FORU8480890;20;2025-03-11;2025-04-10;675676;-157658;Z30;ongoing
ZONA;IFLU2990380;20;2025-03-11;2025-04-10;675676;-157658;Z30;ongoing
ZONA;MSKU2218091;20;2025-03-11;2025-04-10;675676;-157658;Z30;ongoing
ZONA;TTNU3216943;20;2025-03-11;2025-04-10;675676;-157658;Z30;ongoing
ZONA;FORU8416289;20;2025-04-11;2025-05-10;675676;0;Z30;ongoing
ZONA;FORU8480890;20;2025-04-11;2025-05-10;675676;0;Z30;ongoing
ZONA;IFLU2990380;20;2025-04-11;2025-05-10;675676;0;Z30;ongoing
ZONA;MSKU2218091;20;2025-04-11;2025-05-10;675676;0;Z30;ongoing
ZONA;TTNU3216943;20;2025-04-11;2025-05-10;675676;0;Z30;ongoing
ZONA;FORU8416289;20;2025-05-11;2025-06-03;675676;0;Z30;ongoing
ZONA;FORU8480890;20;2025-05-11;2025-06-01;675676;0;Z30;ongoing
ZONA;IFLU2990380;20;2025-05-11;2025-05-24;675676;0;Z30;ongoing
ZONA;MSKU2218091;20;2025-05-11;2025-06-10;675676;0;Z30;ongoing
ZONA;TTNU3216943;20;2025-05-11;2025-06-03;675676;0;Z30;ongoing
ZONA;MSKU2218091;20;2025-06-11;2025-07-01;675676;0;Z30;ongoing
ZONA;BMOU4402838;40;2025-03-13;2025-04-12;1261261;-294294;Z32;ongoing
ZONA;GLDU7503878;40;2025-03-13;2025-04-12;1261261;-294294;Z32;ongoing
ZONA;BMOU4402838;40;2025-04-13;2025-05-12;1261261;0;Z32;ongoing
ZONA;GLDU7503878;40;2025-04-13;2025-05-12;1261261;0;Z32;ongoing
ZONA;BMOU4402838;40;2025-05-13;2025-06-12;1261261;0;Z32;ongoing
ZONA;GLDU7503878;40;2025-05-13;2025-06-12;1261261;0;Z32;ongoing
ZONA;BMOU4402838;40;2025-06-13;2025-07-12;1261261;0;Z32;ongoing
ZONA;GLDU7503878;40;2025-06-13;2025-07-12;1261261;0;Z32;ongoing
ZONA;BMOU4402838;40;2025-07-13;2025-07-24;1261261;0;Z32;ongoing
ZONA;GLDU7503878;40;2025-07-13;2025-08-12;1261261;0;Z32;ongoing
ZONA;GLDU7503878;40;2025-08-13;2025-09-12;1261261;0;Z32;ongoing
ZONA;GLDU7503878;40;2025-09-13;2025-09-24;1261261;0;Z32;ongoing
ZONA;CAXU8184119;40;2025-03-14;2025-04-13;1261261;-294294;Z33;ongoing
ZONA;UESU4688707;40;2025-03-14;2025-04-13;1261261;-294294;Z33;ongoing
ZONA;CAXU8184119;40;2025-04-14;2025-05-13;1261261;0;Z33;ongoing
ZONA;UESU4688707;40;2025-04-14;2025-05-13;1261261;0;Z33;ongoing
ZONA;CAXU8184119;40;2025-05-14;2025-06-13;1261261;0;Z33;ongoing
ZONA;UESU4688707;40;2025-05-14;2025-06-13;1261261;0;Z33;ongoing
ZONA;CAXU8184119;40;2025-06-14;2025-07-13;1261261;0;Z33;ongoing
ZONA;UESU4688707;40;2025-06-14;2025-07-13;1261261;0;Z33;ongoing
ZONA;CAXU8184119;40;2025-07-14;2025-07-23;1261261;0;Z33;ongoing
ZONA;UESU4688707;40;2025-07-14;2025-08-13;1261261;0;Z33;ongoing
ZONA;UESU4688707;40;2025-08-14;2025-09-13;1261261;0;Z33;ongoing
ZONA;UESU4688707;40;2025-09-14;2025-09-24;1261261;0;Z33;ongoing
ZONA;MEDU8384327;40;2025-03-16;2025-04-15;1261261;-294294;Z34;ongoing
ZONA;TGHU6130478;40;2025-03-16;2025-04-15;1261261;-294294;Z34;ongoing
ZONA;MEDU8384327;40;2025-04-16;2025-05-15;1261261;0;Z34;ongoing
ZONA;TGHU6130478;40;2025-04-16;2025-05-15;1261261;0;Z34;ongoing
ZONA;MEDU8384327;40;2025-05-16;2025-06-15;1261261;0;Z34;ongoing
ZONA;TGHU6130478;40;2025-05-16;2025-06-15;1261261;0;Z34;ongoing
ZONA;MEDU8384327;40;2025-06-16;2025-07-15;1261261;0;Z34;ongoing
ZONA;TGHU6130478;40;2025-06-16;2025-07-15;1261261;0;Z34;ongoing
ZONA;MEDU8384327;40;2025-07-16;2025-07-23;1261261;0;Z34;ongoing
ZONA;TGHU6130478;40;2025-07-16;2025-08-15;1261261;0;Z34;ongoing
ZONA;TGHU6130478;40;2025-08-16;2025-09-15;1261261;0;Z34;ongoing
ZONA;TGHU6130478;40;2025-09-16;2025-09-24;1261261;0;Z34;ongoing
ZONA;MEDU8246035;40;2025-03-18;2025-04-17;1261261;-294294;Z35;ongoing
ZONA;MEDU8246035;40;2025-04-18;2025-05-17;1261261;0;Z35;ongoing
ZONA;MEDU8246035;40;2025-05-18;2025-06-17;1261261;0;Z35;ongoing
ZONA;MEDU8246035;40;2025-06-18;2025-06-24;1261261;0;Z35;ongoing
ZONA;CCLU3996437;20;2025-03-19;2025-04-18;675676;-157658;Z36;ongoing
ZONA;TEMU2815815;20;2025-03-19;2025-04-18;675676;-157658;Z36;ongoing
ZONA;TGHU1845843;20;2025-03-19;2025-04-18;675676;-157658;Z36;ongoing
ZONA;CCLU3996437;20;2025-04-19;2025-05-18;675676;0;Z36;ongoing
ZONA;TEMU2815815;20;2025-04-19;2025-05-18;675676;0;Z36;ongoing
ZONA;TGHU1845843;20;2025-04-19;2025-05-18;675676;0;Z36;ongoing
ZONA;CCLU3996437;20;2025-05-19;2025-06-04;675676;0;Z36;ongoing
ZONA;TEMU2815815;20;2025-05-19;2025-06-01;675676;22523;Z36;ongoing
ZONA;TGHU1845843;20;2025-05-19;2025-06-07;675676;0;Z36;ongoing
