Group;Kontainer;Awal;Akhir;Ukuran; Harga ;Periode;Status;Hari; DPP ;Keterangan; QTY Disc ; adjustment ; Pembulatan ; ppn ; pph ; grand_total ;No.InvoiceVendor;Tgl.InvVendor;No.Bank;Tgl.Bank;OK;Approval;x;Group;;;;;;;;x
Z04;BMOU4192536;10 Jun 25;09 Jul 25;40; 1.261.261 ;13;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30005;25 Sep 25;;;;06 Oct 25;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Jul 25;09 Aug 25;40; 1.261.261 ;14;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30006;25 Sep 25;;;;06 Oct 25;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Aug 25;09 Sep 25;40; 1.261.261 ;15;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30007;25 Sep 25;;;;06 Oct 25;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Sep 25;24 Sep 25;40; 1.261.261 ;16;Harian;15; 630.630 ;Belum Dikembalikan;; -   ;; 69.369 ; 12.613 ; 687.386 ;;;;;;;Up;Z04;;;;;;;;
Z06;MSKU4555445;14 Jul 24;13 Aug 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24872;29 Aug 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;TEXU5531307;14 Jul 24;13 Aug 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24872;29 Aug 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Aug 24;13 Sep 24;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24873;29 Aug 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;TEXU5531307;14 Aug 24;13 Sep 24;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24873;29 Aug 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Sep 24;13 Oct 24;40; 1.261.261 ;4;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25961;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;TEXU5531307;14 Sep 24;13 Oct 24;40; 1.261.261 ;4;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25961;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Oct 24;13 Nov 24;40; 1.261.261 ;5;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25962;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;TEXU5531307;14 Oct 24;13 Nov 24;40; 1.261.261 ;5;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25962;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Nov 24;13 Dec 24;40; 1.261.261 ;6;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26548;28 Dec 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;TEXU5531307;14 Nov 24;13 Dec 24;40; 1.261.261 ;6;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26548;28 Dec 24;EBK250100275;30 Jan 25;OK;;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Dec 24;13 Jan 25;40; 1.261.261 ;7;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26549;31 Dec 24;;;OK;07 Oct 25;Up;Z06;;;;;;;;
Z06;TEXU5531307;14 Dec 24;20 Dec 24;40; 1.261.261 ;7;Harian;7; 294.294 ;;-1 ; 42.042 ;; 36.997 ; 6.727 ; 366.606 ;ZONA24.12.26549;31 Dec 24;;;OK;07 Oct 25;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Jan 25;13 Feb 25;40; 1.261.261 ;8;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27897;29 Apr 25;EBK250600289;26 Jun 25;OK;;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Feb 25;13 Mar 25;40; 1.261.261 ;9;Bulanan;28; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27898;29 Apr 25;EBK250600289;26 Jun 25;OK;;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Mar 25;13 Apr 25;40; 1.261.261 ;10;Bulanan;31; 1.261.261 ;; 7 ;-294.294 ;; 106.366 ; 19.339 ; 1.053.994 ;ZONA25.04.27899;29 Apr 25;EBK250600289;26 Jun 25;OK;;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Apr 25;13 May 25;40; 1.261.261 ;11;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27900;29 Apr 25;EBK250600289;26 Jun 25;OK;;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 May 25;13 Jun 25;40; 1.261.261 ;12;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30022;29 Sep 25;;;OK;07 Oct 25;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Jun 25;13 Jul 25;40; 1.261.261 ;13;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30023;29 Sep 25;;;OK;07 Oct 25;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Jul 25;13 Aug 25;40; 1.261.261 ;14;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30024;29 Sep 25;;;OK;07 Oct 25;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Aug 25;13 Sep 25;40; 1.261.261 ;15;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30025;29 Sep 25;;;OK;07 Oct 25;Up;Z06;;;;;;;;
Z06;MSKU4555445;14 Sep 25;24 Sep 25;40; 1.261.261 ;16;Harian;11; 462.462 ;Belum Dikembalikan;; -   ;; 50.871 ; 9.249 ; 504.084 ;;;;;OK;;Up;Z06;;;;;;;;
Z01;INKU6744298;05 Aug 24;04 Sep 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24860;29 Aug 24;EBK250100275;30 Jan 25;ok;;Up;Z01;;;;;;;;
Z01;INKU6744298;05 Sep 24;04 Oct 24;40; 1.261.261 ;3;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25951;20 Nov 24;EBK250100275;30 Jan 25;ok;;Up;Z01;;;;;;;;
Z01;INKU6744298;05 Oct 24;04 Nov 24;40; 1.261.261 ;4;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25952;20 Nov 24;EBK250100275;30 Jan 25;ok;;Up;Z01;;;;;;;;
Z01;INKU6744298;05 Nov 24;04 Dec 24;40; 1.261.261 ;5;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26539;28 Dec 24;EBK250100275;30 Jan 25;ok;;Up;Z01;;;;;;;;
Z01;INKU6744298;05 Dec 24;24 Dec 24;40; 1.261.261 ;6;Harian;20; 840.841 ;;; -   ;; 92.492 ; 16.817 ; 916.516 ;ZONA24.12.26540;31 Dec 24;;;ok;07 Oct 25;Up;Z01;;;;;;;;
Z02;MSCU7085120;06 Aug 24;05 Sep 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24861;29 Aug 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Aug 24;05 Sep 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24861;29 Aug 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;XXXU9902224;06 Aug 24;05 Sep 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24861;29 Aug 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;MSCU7085120;06 Sep 24;05 Oct 24;40; 1.261.261 ;3;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25953;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Sep 24;05 Oct 24;40; 1.261.261 ;3;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25953;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;XXXU9902224;06 Sep 24;05 Oct 24;40; 1.261.261 ;3;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25953;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;MSCU7085120;06 Oct 24;05 Nov 24;40; 1.261.261 ;4;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25954;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Oct 24;05 Nov 24;40; 1.261.261 ;4;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25954;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;XXXU9902224;06 Oct 24;05 Nov 24;40; 1.261.261 ;4;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25954;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;MSCU7085120;06 Nov 24;05 Dec 24;40; 1.261.261 ;5;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26541;28 Dec 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Nov 24;05 Dec 24;40; 1.261.261 ;5;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26541;28 Dec 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;XXXU9902224;06 Nov 24;05 Dec 24;40; 1.261.261 ;5;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26541;28 Dec 24;EBK250100275;30 Jan 25;OK;;Up;Z02;;;;;;;;
Z02;MSCU7085120;06 Dec 24;10 Dec 24;40; 1.261.261 ;6;Harian;5; 210.210 ;;; -   ;; 23.123 ; 4.204 ; 229.129 ;ZONA24.12.26542;31 Dec 24;;;OK;06 Oct 25;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Dec 24;05 Jan 25;40; 1.261.261 ;6;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26542;31 Dec 24;;;OK;06 Oct 25;Up;Z02;;;;;;;;
Z02;XXXU9902224;06 Dec 24;04 Jan 25;40; 1.261.261 ;6;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26542;31 Dec 24;;;OK;06 Oct 25;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Jan 25;05 Feb 25;40; 1.261.261 ;7;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27893;29 Apr 25;EBK250600289;26 Jun 25;OK;;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Feb 25;05 Mar 25;40; 1.261.261 ;8;Bulanan;28; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27894;29 Apr 25;EBK250600289;26 Jun 25;OK;;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Mar 25;05 Apr 25;40; 1.261.261 ;9;Bulanan;31; 1.261.261 ;; 5 ;-210.210 ;; 115.616 ; 21.021 ; 1.145.646 ;ZONA25.04.27895;29 Apr 25;EBK250600289;26 Jun 25;OK;;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Apr 25;05 May 25;40; 1.261.261 ;10;Bulanan;30; 1.261.261 ;; 2 ;-84.084 ;; 129.489 ; 23.544 ; 1.283.122 ;ZONA25.04.27896;29 Apr 25;EBK250600289;26 Jun 25;OK;;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 May 25;05 Jun 25;40; 1.261.261 ;11;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.29994;25 Sep 25;;;OK;06 Oct 25;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Jun 25;05 Jul 25;40; 1.261.261 ;12;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.29995;25 Sep 25;;;OK;06 Oct 25;Up;Z02;;;;;;;;
Z02;TEXU7210230;06 Jul 25;25 Jul 25;40; 1.261.261 ;13;Harian;20; 840.841 ;;-1 ; 42.042 ;; 97.117 ; 17.658 ; 962.342 ;ZONA25.09.29996;25 Sep 25;;;OK;06 Oct 25;Up;Z02;;;;;;;;
Z15;PCIU9765813;08 Jul 24;07 Aug 24;40; 1.261.261 ;1;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26562;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;TGHU9508962;09 Jul 24;08 Aug 24;40; 1.261.261 ;1;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26562;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;NYKU5515880;10 Jul 24;09 Aug 24;40; 1.261.261 ;1;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26562;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;PONU7225703;09 Jul 24;08 Aug 24;40; 1.261.261 ;1;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26562;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;PCIU9765813;08 Aug 24;07 Sep 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26563;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;TGHU9508962;09 Aug 24;08 Sep 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26563;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;NYKU5515880;10 Aug 24;09 Sep 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26563;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;PONU7225703;10 Aug 24;09 Sep 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26563;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;PCIU9765813;08 Sep 24;07 Oct 24;40; 1.261.261 ;3;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26564;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;TGHU9508962;09 Sep 24;08 Oct 24;40; 1.261.261 ;3;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26564;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;NYKU5515880;10 Sep 24;09 Oct 24;40; 1.261.261 ;3;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26564;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;PONU7225703;10 Sep 24;09 Oct 24;40; 1.261.261 ;3;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26564;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;PCIU9765813;08 Oct 24;07 Nov 24;40; 1.261.261 ;4;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26565;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;TGHU9508962;09 Oct 24;08 Nov 24;40; 1.261.261 ;4;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26565;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;NYKU5515880;10 Oct 24;09 Nov 24;40; 1.261.261 ;4;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26565;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;PONU7225703;10 Oct 24;09 Nov 24;40; 1.261.261 ;4;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26565;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;PCIU9765813;08 Nov 24;05 Dec 24;40; 1.261.261 ;5;Harian;28; 1.177.177 ;;; -   ;; 129.489 ; 23.544 ; 1.283.122 ;ZONA24.12.26566;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;TGHU9508962;09 Nov 24;09 Dec 24;40; 1.261.261 ;5;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26566;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;NYKU5515880;10 Nov 24;09 Dec 24;40; 1.261.261 ;5;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26566;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z15;PONU7225703;09 Nov 24;03 Dec 24;40; 1.261.261 ;5;Harian;25; 1.051.051 ;;; -   ;; 115.616 ; 21.021 ; 1.145.646 ;ZONA24.12.26566;31 Dec 24;;;;06 Oct 25;Up;Z15;;;;;;;;
Z27;DNAU2622206;11 Jan 25;10 Feb 25;20; 675.676 ;2;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28529;13 Jun 25;;;ok;07 Oct 25;Up;Z27;;;;;;;;
Z27;DNAU2622206;11 Feb 25;10 Mar 25;20; 675.676 ;3;Bulanan;28; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28530;13 Jun 25;;;ok;07 Oct 25;Up;Z27;;;;;;;;
Z27;DNAU2622206;11 Mar 25;07 Apr 25;20; 675.676 ;4;Harian;28; 630.631 ;; 16 ;-360.361 ;; 29.730 ; 5.405 ; 294.595 ;ZONA25.06.28531;13 Jun 25;;;ok;07 Oct 25;Up;Z27;;;;;;;;
Z43;EMSU9871692;07 Jan 25;06 Feb 25;40; 1.261.261 ;1;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27901;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z43;;;;;;;;
Z43;EMSU9871692;07 Feb 25;06 Mar 25;40; 1.261.261 ;2;Bulanan;28; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27902;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z43;;;;;;;;
Z43;EMSU9871692;07 Mar 25;06 Apr 25;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;; 6 ;-252.252 ;; 110.991 ; 20.180 ; 1.099.820 ;ZONA25.04.27903;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z43;;;;;;;;
Z43;EMSU9871692;07 Apr 25;06 May 25;40; 1.261.261 ;4;Bulanan;30; 1.261.261 ;; 7 ;-294.294 ;; 106.366 ; 19.339 ; 1.053.994 ;ZONA25.04.27904;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z43;;;;;;;;
Z43;EMSU9871692;07 May 25;06 Jun 25;40; 1.261.261 ;5;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.29997;25 Sep 25;;;;06 Oct 25;Up;Z43;;;;;;;;
Z43;EMSU9871692;07 Jun 25;06 Jul 25;40; 1.261.261 ;6;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.29998;25 Sep 25;;;;06 Oct 25;Up;Z43;;;;;;;;
Z43;EMSU9871692;07 Jul 25;23 Jul 25;40; 1.261.261 ;17;Harian;16; 714.715 ;;; -   ;; 78.619 ; 14.294 ; 779.040 ;ZONA25.09.29999;25 Sep 25;;;;06 Oct 25;Up;Z43;;;;;;;;
Z53;APZU3960241;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;CBHU4034438;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;CLHU3586854;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;CXDU1108921;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;CXDU1212730;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;DFSU2296934;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;GATU1019864;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;GESU1386736;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;GESU1449670;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;HALU3509311;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;ILSU2019602;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;MSCU3213686;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;TEMU2353770;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;TGHU1246275;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;TGHU3222626;21 Jan 25;20 Feb 25;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28522;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;APZU3960241;21 Feb 25;20 Mar 25;20; 675.676 ;2;Bulanan;28; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28523;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;CBHU4034438;21 Feb 25;20 Mar 25;20; 675.676 ;2;Bulanan;28; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28523;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;CLHU3586854;21 Feb 25;20 Mar 25;20; 675.676 ;2;Bulanan;28; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28523;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;CXDU1108921;21 Feb 25;20 Mar 25;20; 675.676 ;2;Bulanan;28; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28523;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
Z53;CXDU1212730;21 Feb 25;20 Mar 25;20; 675.676 ;2;Bulanan;28; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;ZONA25.06.28523;13 Jun 25;;;OK;06 Oct 25;Up;Z53;;;;;;;;
